,scheduled_departure_time,scheduled_arrival_time,real_departure_time,real_arrival_time,origin_point,end_point,track_points,track_velocities
10,600.0,714.0,596.0,708.0,"(19.9349, 110.459, 22.0)","(29.712254, 106.651895, 417.0)","[(19.9349, 110.459, 22.0), (21.3507, 109.9434, 4371.0), (21.7304, 109.3316, 8420.0), (22.514, 108.3273, 8412.0), (23.6579, 107.463, 8061.720930232558), (26.5464, 107.0822, 4478.930232558139), (29.712254, 106.651895, 417.0)]","[418.4291988799739, 1027.5312340347004, 1212.3019188060152, 1215.19487150192, 1028.6377455296933, 416.64275767906224]"
11,600.0,720.0,605.0,725.0,"(31.198104, 121.33426, 2.0)","(23.392401, 113.299004, 8.0)","[(31.198104, 121.33426, 2.0), (29.2795, 119.2041, 5195.090909090909), (27.6798, 117.513, 10088.181818181818), (27.1396, 116.3372, 10386.0), (26.5483, 115.6241, 10394.0), (25.4015, 114.6797, 10264.0), (23.3924, 113.2988, 2457.363636363636), (23.392401, 113.299004, 8.0)]","[312.85144632890433, 764.6820526796564, 916.1612139614793, 935.3353717990213, 982.0544678419899, 801.1588213824812, 290.1091177287855]"
12,600.0,730.0,596.0,731.0,"(36.857201, 117.216003, 22.0)","(29.712254, 106.651895, 417.0)","[(36.857201, 117.216003, 22.0), (35.0589, 114.2457, 5998.04347826087), (34.7773, 111.9826, 8005.666666666667), (34.5224, 111.0233, 8412.0), (34.1232, 110.4859, 8045.571428571428), (31.9983, 108.572, 4381.285714285714), (29.712254, 106.651895, 417.0)]","[481.49253759865803, 1021.2244696375582, 1078.6600935163128, 1058.3307810672836, 879.7194955712655, 360.31687598139456]"
13,600.0,775.0,625.0,813.0,"(39.509945, 116.41092, 30.0)","(22.639299, 113.810997, -1.0)","[(39.509945, 116.41092, 30.0), (36.7632, 115.9157, 4761.5625), (34.7297, 115.5719, 9193.125), (33.6025, 114.7544, 9784.0), (30.8069, 114.2876, 9784.0), (28.295, 113.7226, 9784.0), (25.4763, 114.1612, 9235.0), (23.1835, 113.3115, 3376.0), (22.639299, 113.810997, -1.0)]","[293.78204217794706, 702.3158429355814, 854.3232026826578, 854.3501385929251, 870.5780183203885, 935.4895372302419, 808.5302428918519, 335.05798731409686]"
14,600.0,775.0,597.0,782.0,"(31.198104, 121.33426, 2.0)","(30.31252, 104.441284, 438.0)","[(31.198104, 121.33426, 2.0), (31.1969, 117.7799, 5224.926829268293), (31.1302, 115.0636, 10147.853658536584), (30.7489, 115.0776, 10394.0), (30.6223, 114.1501, 10401.0), (30.5749, 112.903, 10030.25), (30.4702, 105.5697, 4679.0), (30.31252, 104.441284, 438.0)]","[282.4352414632702, 652.1708373227852, 751.8383616009671, 765.2058005031695, 772.2076836450286, 789.2122569895436, 400.1076081062324]"
15,600.0,788.0,611.0,815.0,"(40.08010101, 116.5849991, 40.0)","(22.006399, 113.375999, 0.0)","[(40.08010101, 116.5849991, 40.0), (37.2028, 115.9792, 4679.135135135135), (34.7497, 115.4989, 9018.27027027027), (33.9539, 114.7885, 9784.0), (31.036, 114.4151, 9784.0), (28.4709, 113.7353, 9784.0), (26.3687, 113.8416, 9155.0), (22.9948, 113.2011, 4092.0), (22.006399, 113.375999, 0.0)]","[284.0817134925761, 675.2418640314888, 808.6215765786867, 810.8563397136187, 833.9972169885506, 902.0313961768508, 863.154722354965, 401.7256294928202]"
16,605.0,682.0,609.0,688.0,"(23.392401, 113.299004, 8.0)","(30.774798, 114.213723, 37.0)","[(23.392401, 113.299004, 8.0), (24.5281, 113.431, 3647.428571428572), (24.8148, 113.4343, 8100.0), (25.7179, 113.5461, 8104.444444444444), (26.6492, 113.4337, 8108.0), (28.5856, 113.4878, 6698.0), (30.774798, 114.213723, 37.0)]","[340.9697678563127, 867.9892979458875, 1050.0124975174742, 1042.7646847264584, 1017.7999962240707, 498.02827892551176]"
17,605.0,683.0,621.0,704.0,"(24.54400063, 118.1279984, 12.0)","(31.198104, 121.33426, 2.0)","[(24.54400063, 118.1279984, 12.0), (24.7755, 118.4526, 3978.0), (25.1515, 118.7864, 6241.0), (26.7638, 119.93, 6888.0), (29.7912, 120.9828, 6163.333333333333), (31.04, 121.2961, 3232.666666666667), (31.198104, 121.33426, 2.0)]","[322.64123793196893, 692.2845327478544, 754.4228452384557, 673.5947634950974, 489.63253911431883, 200.81732604179166]"
18,605.0,683.0,619.0,701.0,"(24.54400063, 118.1279984, 12.0)","(31.198104, 121.33426, 2.0)","[(24.54400063, 118.1279984, 12.0), (24.8202, 118.5143, 4404.0), (25.2607, 118.8733, 6287.0), (26.7492, 119.9196, 6888.0), (29.8339, 120.9965, 6194.736842105263), (31.1979, 121.3363, 3421.684210526316), (31.198104, 121.33426, 2.0)]","[314.36131545641183, 673.3128884243715, 740.1982746916931, 667.170483536057, 498.3462181877832, 212.42243637545985]"
19,605.0,690.0,766.0,846.0,"(23.7381, 100.025002, 1886.0)","(30.31252, 104.441284, 438.0)","[(23.7381, 100.025002, 1886.0), (24.0259, 100.5559, 7247.0), (24.1316, 100.6906, 8092.0), (24.7988, 102.1234, 8870.0), (26.3912, 103.2889, 8870.0), (28.4161, 104.308, 8176.0), (29.7469, 104.4853, 2499.0), (30.31252, 104.441284, 438.0)]","[372.38393337480744, 801.039216681808, 901.996638618978, 931.7873532889625, 842.4152092790088, 661.1883617032692, 277.21915040124554]"
20,605.0,691.0,620.0,714.0,"(30.774798, 114.213723, 37.0)","(24.54400063, 118.1279984, 12.0)","[(30.774798, 114.213723, 37.0), (30.8853, 114.3119, 1318.0), (30.8853, 115.0525, 6309.0), (28.8131, 116.7293, 6685.35), (26.1582, 117.9589, 6172.0), (24.7312, 117.9987, 1753.0), (24.54400063, 118.1279984, 12.0)]","[190.82070782473207, 532.005436302875, 694.2367518598733, 678.0540769913448, 480.7602992192013, 155.75824560958696]"
21,605.0,703.0,607.0,702.0,"(23.552, 116.5033, 4.0)","(31.735032, 118.865949, 27.0)","[(23.552, 116.5033, 4.0), (23.9339, 117.0887, 4069.0), (24.1831, 117.554, 7041.0), (25.3145, 118.8847, 7498.0), (26.6552, 119.6427, 7498.0), (28.9699, 119.6141, 7211.16), (30.8585, 119.1065, 3769.08), (31.735032, 118.865949, 27.0)]","[365.0364318672775, 777.7254028699384, 908.0955571082518, 948.5552601477284, 889.0338838878444, 718.5551200535463, 282.6699102078395]"
22,605.0,704.0,598.0,700.0,"(28.189199, 113.220001, 66.0)","(30.31252, 104.441284, 438.0)","[(28.189199, 113.220001, 66.0), (28.0152, 112.9864, 4724.0), (28.5493, 111.8626, 7170.0), (28.6625, 111.5919, 7193.0), (28.7693, 111.1823, 7101.583333333333), (28.8845, 110.734, 7010.166666666667), (30.2801, 104.8581, 2934.0), (30.31252, 104.441284, 438.0)]","[275.6597670212036, 587.4600176364467, 635.6473290951661, 647.694156959846, 647.694156959846, 568.3268204396022, 244.4797419596793]"
23,605.0,706.0,616.0,709.0,"(30.31252, 104.441284, 438.0)","(31.98779, 116.9769, 63.0)","[(30.31252, 104.441284, 438.0), (30.74, 104.9524, 5090.0), (30.948, 105.9146, 8100.0), (30.734, 108.8881, 8871.217391304348), (31.1144, 114.8542, 8302.866666666667), (31.615, 116.0579, 4332.933333333333), (31.98779, 116.9769, 63.0)]","[400.76134195026515, 855.9691022946644, 971.8472244079104, 1043.229956304706, 865.5856460635142, 338.99515382231937]"
24,605.0,706.0,604.0,701.0,"(23.392401, 113.299004, 8.0)","(31.98779, 116.9769, 63.0)","[(23.392401, 113.299004, 8.0), (23.6345, 114.2388, 4923.0), (24.044, 114.6521, 7125.0), (27.1186, 115.4547, 7498.0), (29.0778, 116.1925, 7148.0), (30.6203, 116.6884, 3896.173913043478), (31.98779, 116.9769, 63.0)]","[392.62404753849984, 832.573315092801, 913.2014677123143, 978.9309399564827, 837.7257458428909, 332.0470060444213]"
25,605.0,706.0,625.0,723.0,"(29.712254, 106.651895, 417.0)","(22.639299, 113.810997, -1.0)","[(29.712254, 106.651895, 417.0), (27.6183, 108.9027, 3339.675), (25.6458, 110.9157, 6116.625), (25.2865, 111.2721, 6579.45), (23.4474, 111.6949, 6888.0), (23.1651, 112.0367, 6287.0), (22.7443, 113.4789, 2073.0), (22.639299, 113.810997, -1.0)]","[390.60648274791816, 966.8365121169976, 1183.3973165083526, 1201.8211334654104, 1175.6517588117995, 967.0884056118182, 386.0904931261559]"
26,605.0,711.0,594.0,706.0,"(30.774798, 114.213723, 37.0)","(30.31252, 104.441284, 438.0)","[(30.774798, 114.213723, 37.0), (30.7252, 112.0608, 4736.0), (30.587, 108.4252, 6047.75), (30.5583, 107.8935, 6193.5), (30.5317, 107.4349, 6387.833333333334), (30.2699, 105.9054, 6203.0), (30.1295, 104.2515, 2408.0), (30.31252, 104.441284, 438.0)]","[334.97086277786013, 675.4114644701456, 681.4889521528404, 682.9070326121358, 693.4244626852436, 592.2849384990649, 240.71915796540208]"
27,605.0,711.0,617.0,729.0,"(23.392401, 113.299004, 8.0)","(29.712254, 106.651895, 417.0)","[(23.392401, 113.299004, 8.0), (23.8675, 112.7552, 5281.0), (24.1109, 112.1578, 8412.0), (24.4639, 111.6628, 8412.0), (24.7924, 111.3059, 8116.038461538462), (27.3292, 108.9741, 4416.519230769231), (29.712254, 106.651895, 417.0)]","[450.6346377210027, 945.7125998043979, 1012.8943691894098, 1001.3898621360788, 810.4210008579126, 326.8475458278483]"
28,605.0,714.0,618.0,729.0,"(22.639299, 113.810997, -1.0)","(31.1434, 121.805, 5.0)","[(22.639299, 113.810997, -1.0), (23.6421, 114.3205, 6447.0), (25.276, 116.2693, 10089.0), (26.2744, 117.6265, 10081.0), (26.8375, 118.8282, 10089.0), (27.62, 120.3785, 10028.0), (29.6606, 121.0532, 6517.136363636364), (31.1434, 121.805, 5.0)]","[420.5348423520872, 903.2499337679072, 965.4301828316399, 977.7026004100082, 975.2481168943347, 847.6358351798436, 367.37522727969747]"
29,605.0,714.0,592.0,703.0,"(30.554132, 111.482563, 195.0)","(24.54400063, 118.1279984, 12.0)","[(30.554132, 111.482563, 195.0), (29.9389, 112.3016, 3727.153846153847), (30.7732, 114.0023, 7498.0), (30.6561, 114.7719, 7498.0), (29.4358, 115.5386, 7223.333333333333), (28.2603, 116.1843, 7018.407407407407), (25.0511, 117.969, 3101.0), (24.54400063, 118.1279984, 12.0)]","[299.6159072986672, 761.115559651089, 889.5573009111897, 856.3939804824832, 849.8604038153896, 670.667000154395, 249.14292826272046]"
30,605.0,717.0,613.0,723.0,"(26.541466, 106.803331, 1127.0)","(30.23609, 120.428865, 7.0)","[(26.541466, 106.803331, 1127.0), (27.4709, 109.7374, 4838.375), (28.0294, 111.6226, 8249.75), (28.219, 114.7655, 8870.0), (29.0934, 117.7566, 8125.391304347826), (29.8995, 119.6371, 4402.347826086957), (30.23609, 120.428865, 7.0)]","[407.9039277978301, 1028.366133671814, 1280.6225821884868, 1272.6226192784388, 1023.2261968358728, 410.7639538719372]"
31,605.0,726.0,597.0,717.0,"(22.006399, 113.375999, 0.0)","(29.712254, 106.651895, 417.0)","[(22.006399, 113.375999, 0.0), (22.7736, 113.7817, 5098.0), (23.5998, 113.0846, 8039.0), (23.7746, 112.7154, 8412.0), (24.0583, 112.1095, 8412.0), (24.5122, 111.4855, 8114.88679245283), (26.8769, 109.3602, 4488.471698113208), (29.712254, 106.651895, 417.0)]","[480.6866754846195, 999.6889555368537, 1076.320164672083, 1112.3136113871149, 1093.450169305089, 899.1698053648897, 360.7153628270668]"
32,605.0,733.0,615.0,724.0,"(29.712254, 106.651895, 417.0)","(40.08010101, 116.5849991, 40.0)","[(29.712254, 106.651895, 417.0), (31.6106, 108.0343, 9509.6), (32.2921, 108.6399, 10071.6), (34.7434, 111.5952, 11308.0), (36.3109, 114.191, 10132.857142857143), (38.2591, 115.3933, 5432.285714285714), (40.08010101, 116.5849991, 40.0)]","[673.0900749108899, 1005.0730635, 1068.923628, 1072.0107674956907, 1146.2745647851134, 442.3145296161347]"
33,605.0,734.0,627.0,761.0,"(23.392401, 113.299004, 8.0)","(34.447102, 108.751999, 486.0)","[(23.392401, 113.299004, 8.0), (23.7442, 113.0263, 3246.0), (24.0363, 112.3397, 7170.0), (24.2243, 111.8792, 7193.0), (24.851, 111.5248, 7019.33870967742), (29.7959, 110.1642, 4935.403225806452), (34.447102, 108.751999, 486.0)]","[381.7507290079695, 898.7764911178621, 1036.3443213910043, 1029.3919686782756, 922.9618032142693, 412.8883938171054]"
34,605.0,737.0,620.0,754.0,"(30.558257, 103.945966, 490.0)","(30.23609, 120.428865, 7.0)","[(30.558257, 103.945966, 490.0), (30.9591, 104.5748, 5715.0), (30.9353, 106.1643, 10020.0), (30.8357, 106.4037, 10089.0), (30.6669, 106.6322, 10097.0), (30.4963, 107.0509, 10045.875), (28.1526, 114.2833, 8870.0), (30.23609, 120.428865, 7.0)]","[441.2829886594888, 949.0729857931166, 1021.8711977715659, 1012.8837641939795, 992.474800444877, 1070.6654725698781, 576.9932356810424]"
35,605.0,740.0,603.0,740.0,"(34.526497, 113.849165, 146.0)","(22.006399, 113.375999, 0.0)","[(34.526497, 113.849165, 146.0), (32.9738, 114.2858, 7193.0), (29.0232, 113.7467, 8054.0), (28.171, 113.7134, 8412.0), (27.3926, 113.6615, 8412.0), (26.289, 113.7583, 8035.692307692308), (22.9994, 113.199, 3985.0), (22.006399, 113.375999, 0.0)]","[388.6172482298974, 765.3622791004294, 751.9070994264819, 756.655986370228, 778.5130429446496, 719.1519561478221, 322.13283101745066]"
36,605.0,769.0,611.0,767.0,"(29.82670021, 121.461998, 6.0)","(45.623402, 126.25, 136.0)","[(29.82670021, 121.461998, 6.0), (31.9699, 122.0046, 5254.571428571428), (33.4127, 122.3823, 10203.142857142857), (36.5474, 122.8535, 10698.0), (40.0897, 123.4325, 10698.0), (42.563, 125.1087, 10131.555555555557), (45.0161, 126.4207, 3604.0), (45.623402, 126.25, 136.0)]","[291.8216516972205, 710.9309459322999, 954.8148534854801, 1091.058589307049, 1102.6574654747944, 887.2027782287367, 339.8983428105907]"
37,605.0,771.0,940.0,1093.0,"(31.98779, 116.9769, 63.0)","(45.623402, 126.25, 136.0)","[(31.98779, 116.9769, 63.0), (33.7692, 117.2142, 9716.0), (35.197, 117.0777, 10127.0), (35.6988, 117.028, 10394.0), (36.1713, 116.9766, 10401.0), (36.819, 117.3572, 10079.09677419355), (41.0375, 121.2351, 6510.193548387097), (45.623402, 126.25, 136.0)]","[588.9444902984131, 1171.3085952303636, 1161.4380171806695, 1149.3739773421546, 1130.145808274023, 1038.4980217588525, 478.6522785782651]"
38,605.0,786.0,583.0,756.0,"(26.68, 100.246002, 2237.0)","(39.12440109, 117.3460007, 6.0)","[(26.68, 100.246002, 2237.0), (29.5006, 104.3005, 9479.0), (31.7406, 106.5401, 10013.0), (32.3676, 107.3229, 10089.0), (34.0556, 108.7522, 10089.0), (34.8903, 109.0216, 10089.0), (37.1436, 113.1927, 5173.644444444444), (39.12440109, 117.3460007, 6.0)]","[646.4061538789039, 1322.3555506224743, 1324.7190100516477, 1304.6296049036744, 1288.0853888994611, 1023.4567148130212, 391.2313175091574]"
39,610.0,655.0,594.0,647.0,"(19.9349, 110.459, 22.0)","(23.392401, 113.299004, 8.0)","[(19.9349, 110.459, 22.0), (20.7341, 111.1002, 2784.25), (21.1351, 111.4252, 6067.25), (22.0838, 111.3839, 6888.0), (22.3267, 111.647, 6172.0), (23.1471, 112.7493, 2524.0), (23.392401, 113.299004, 8.0)]","[323.60573133170476, 795.1493215846339, 1023.3626130845457, 1076.3098654849057, 884.2242913468525, 359.73344869356345]"
40,610.0,682.0,590.0,661.0,"(18.3029, 109.412003, 29.0)","(23.392401, 113.299004, 8.0)","[(18.3029, 109.412003, 29.0), (19.8108, 110.5302, 4218.5), (21.8317, 111.2206, 8108.0), (22.1088, 111.4107, 8108.0), (22.2948, 111.6122, 8108.0), (23.2122, 112.9052, 2248.0), (23.392401, 113.299004, 8.0)]","[388.4616481940939, 967.8069373999951, 1174.4704111917297, 1193.6316367102127, 866.7636719831479, 268.2571572587636]"
41,610.0,694.0,614.0,698.0,"(30.31252, 104.441284, 438.0)","(30.774798, 114.213723, 37.0)","[(30.31252, 104.441284, 438.0), (30.6867, 104.8723, 5700.0), (30.9066, 105.7174, 8268.0), (30.801, 106.5526, 8870.0), (30.5996, 108.4146, 8110.625), (30.7333, 111.6157, 4060.625), (30.774798, 114.213723, 37.0)]","[424.47645915696756, 952.6663100978793, 1115.1862642335445, 1162.1646884758852, 967.5016019638816, 392.3333267806292]"
42,610.0,696.0,608.0,697.0,"(30.554132, 111.482563, 195.0)","(23.392401, 113.299004, 8.0)","[(30.554132, 111.482563, 195.0), (29.7618, 111.6874, 4660.200000000001), (28.7006, 111.5152, 8161.0), (26.8284, 111.5478, 8412.0), (25.6999, 112.9312, 8018.933333333333), (23.3913, 113.1844, 2248.0), (23.392401, 113.299004, 8.0)]","[250.69002182243935, 600.7580171425276, 773.0042214256883, 830.8480747296513, 655.8140770696073, 247.90222844555598]"
43,610.0,705.0,596.0,704.0,"(40.0247, 124.286003, 7.0)","(40.08010101, 116.5849991, 40.0)","[(40.0247, 124.286003, 7.0), (41.4332, 123.9427, 7803.0), (41.5677, 122.7861, 9083.0), (41.5926, 122.5726, 9174.0), (41.5713, 122.3028, 9004.157894736842), (40.8876, 119.5136, 4927.9473684210525), (40.08010101, 116.5849991, 40.0)]","[424.1070246183643, 821.0401437691903, 795.8072315493334, 795.3730620070888, 689.4101543145925, 292.9112047060111]"
44,610.0,707.0,598.0,696.0,"(25.934669, 119.66318, 4.0)","(23.392401, 113.299004, 8.0)","[(25.934669, 119.66318, 4.0), (25.5397, 119.4044, 2362.0), (24.9786, 118.3607, 7170.0), (24.3749, 117.6497, 7803.0), (23.8192, 116.83, 7803.0), (23.4829, 115.4326, 7155.0), (23.3037, 113.9142, 2675.0), (23.392401, 113.299004, 8.0)]","[230.94966201017985, 531.9471194048286, 613.7851377748024, 623.4947331746297, 610.3174251320067, 502.1247906767874, 202.5144183392568]"
45,610.0,710.0,597.0,693.0,"(30.554132, 111.482563, 195.0)","(22.639299, 113.810997, -1.0)","[(30.554132, 111.482563, 195.0), (28.6194, 111.6817, 6309.0), (27.7698, 112.8092, 7010.0), (27.3443, 113.1393, 7803.0), (26.7438, 113.5323, 7803.0), (25.9807, 113.7211, 7178.25), (22.9834, 113.4251, 3307.0), (22.639299, 113.810997, -1.0)]","[410.6699305540919, 870.1668592207722, 924.2253214168522, 925.0972320974341, 904.1713757634676, 714.0948473966056, 270.2923109804002]"
46,610.0,713.0,728.0,829.0,"(23.392401, 113.299004, 8.0)","(31.198104, 121.33426, 2.0)","[(23.392401, 113.299004, 8.0), (24.1225, 114.7167, 6020.0), (25.4873, 116.5756, 10097.0), (26.4625, 117.8773, 10089.0), (27.4225, 119.6464, 10089.0), (29.0726, 120.7622, 10089.0), (30.4383, 121.1131, 5400.235294117647), (31.198104, 121.33426, 2.0)]","[435.36775502357193, 937.9737733712477, 988.93943, 1019.2486666666665, 1002.4104423901804, 793.3487777686801, 325.2023693746075]"
47,610.0,713.0,619.0,722.0,"(23.392401, 113.299004, 8.0)","(31.198104, 121.33426, 2.0)","[(23.392401, 113.299004, 8.0), (24.0726, 114.6757, 5677.0), (25.3982, 116.5995, 10226.0), (26.4846, 117.9141, 11918.0), (27.5017, 119.6853, 11918.0), (28.6586, 120.7182, 10051.0), (30.4758, 121.1401, 4708.049999999999), (31.198104, 121.33426, 2.0)]","[413.2680210854633, 907.3379363139094, 1025.1740319390924, 1023.54024, 1021.8072863498014, 788.5238390592389, 306.2375333933112]"
48,610.0,716.0,616.0,722.0,"(31.198104, 121.33426, 2.0)","(40.08010101, 116.5849991, 40.0)","[(31.198104, 121.33426, 2.0), (34.6093, 117.9434, 9376.0), (34.6093, 117.9434, 9376.0), (35.2127, 117.4751, 9347.0), (36.3013, 117.0521, 9280.0), (39.3115, 116.6837, 4242.4), (40.08010101, 116.5849991, 40.0)]","[527.439305844763, 1054.878611689526, 1023.105159530203, 1060.174187049413, 891.3512445762099, 326.8429112122367]"
49,610.0,716.0,610.0,716.0,"(34.447102, 108.751999, 486.0)","(31.198104, 121.33426, 2.0)","[(34.447102, 108.751999, 486.0), (33.9079, 109.1511, 6688.666666666667), (33.7651, 109.9839, 8052.0), (32.4223, 113.5057, 8877.0), (32.2816, 116.8917, 8210.923076923076), (31.6553, 119.5489, 4256.461538461538), (31.198104, 121.33426, 2.0)]","[466.8235096120252, 982.9810757220188, 1029.5400915419764, 996.5929642518648, 807.5886833912457, 324.3782445713636]"
50,610.0,716.0,609.0,719.0,"(30.774798, 114.213723, 37.0)","(30.31252, 104.441284, 438.0)","[(30.774798, 114.213723, 37.0), (30.7282, 111.7825, 4603.553191489362), (30.5417, 107.5311, 7036.063829787234), (30.5417, 107.5311, 7036.063829787234), (30.531, 107.3565, 7114.531914893617), (30.2381, 106.019, 7193.0), (30.0182, 104.4465, 2012.0), (30.31252, 104.441284, 438.0)]","[335.3750352567976, 739.1208134183925, 807.4915563231897, 809.6970641588282, 814.1080798301055, 611.4253558409096, 203.2685620080375]"
51,610.0,717.0,619.0,722.0,"(23.049999, 114.599998, 17.0)","(31.735032, 118.865949, 27.0)","[(23.049999, 114.599998, 17.0), (23.2907, 114.0435, 4526.0), (24.558, 114.8565, 10074.0), (25.1047, 115.0517, 10089.0), (26.4614, 115.7944, 10089.0), (27.2722, 116.7676, 10089.0), (29.4976, 117.7853, 5208.0), (31.735032, 118.865949, 27.0)]","[353.0557620882936, 872.7008381914388, 1044.0228031726215, 1088.509722256133, 1129.2105205665798, 929.4630256827942, 364.3845003028712]"
52,610.0,720.0,612.0,725.0,"(30.554132, 111.482563, 195.0)","(39.509945, 116.41092, 30.0)","[(30.554132, 111.482563, 195.0), (31.9377, 112.0849, 3691.5), (31.7192, 112.3026, 6888.0), (34.1091, 112.5502, 6888.0), (37.4886, 114.5222, 6197.684210526316), (38.3661, 115.3259, 3436.421052631579), (39.509945, 116.41092, 30.0)]","[392.0107588377417, 943.833125406416, 1078.5074886732657, 889.9881379271467, 656.4651425677083, 293.16212674515333]"
53,610.0,725.0,626.0,748.0,"(30.23609, 120.428865, 7.0)","(40.08010101, 116.5849991, 40.0)","[(30.23609, 120.428865, 7.0), (32.5687, 119.6019, 4228.774193548386), (34.4834, 118.8888, 8150.548387096774), (35.2959, 117.6363, 8412.0), (36.3171, 117.0675, 8166.8), (38.7718, 116.7582, 4253.400000000001), (40.08010101, 116.5849991, 40.0)]","[350.6298596960861, 841.9206553989211, 986.8080798201465, 1033.2585164994161, 882.6091712122519, 344.8679388301474]"
