,scheduled_departure_time,scheduled_arrival_time,real_departure_time,real_arrival_time,origin_point,end_point,track_points,track_velocities
25,1025.0,1087.0,1010.0,1078.0,"(34.819014, 102.622261, 3175.0)","(30.31252, 104.441284, 438.0)","[(34.819014, 102.622261, 3175.0), (33.8923, 103.0288, 5799.0), (33.0624, 104.429, 8123.0), (32.7692, 104.5806, 8115.0), (32.506, 104.6, 8108.0), (32.3249, 104.6091, 8092.0), (30.4697, 104.9677, 2644.0), (30.31252, 104.441284, 438.0)]","[304.13529158248923, 747.9158584896114, 870.663677358863, 842.2048033287468, 827.9753663136889, 717.6972294469891, 305.0435560103064]"
26,1025.0,1093.0,1030.0,1125.0,"(29.9342, 122.362, 0.0)","(24.54400063, 118.1279984, 12.0)","[(29.9342, 122.362, 0.0), (28.62, 120.6, 6614.0), (27.1415, 120.0949, 7109.0), (26.5095, 119.7191, 7193.0), (25.7678, 119.3939, 7193.0), (25.3251, 118.8992, 7193.0), (24.7158, 118.1863, 2751.0), (24.54400063, 118.1279984, 12.0)]","[347.67807914935184, 641.7587262188847, 639.6430381104709, 696.7666170376464, 633.2959737852292, 471.09321880682967, 189.0014710183089]"
27,1025.0,1096.0,1018.0,1087.0,"(18.3029, 109.412003, 29.0)","(23.392401, 113.299004, 8.0)","[(18.3029, 109.412003, 29.0), (19.6742, 110.4279, 4013.789473684211), (20.7226, 111.2189, 8108.0), (21.9122, 111.2299, 8108.0), (22.0873, 111.3873, 8054.0), (23.0685, 112.9052, 2057.0), (23.392401, 113.299004, 8.0)]","[383.30045614699657, 950.4240592455917, 1153.7447702595764, 1165.435588751379, 891.0842444137339, 312.269822823336]"
28,1025.0,1119.0,1013.0,1104.0,"(34.447102, 108.751999, 486.0)","(31.735032, 118.865949, 27.0)","[(34.447102, 108.751999, 486.0), (34.2073, 109.8202, 5082.8), (34.2243, 108.8585, 7170.0), (33.6674, 111.1525, 7498.0), (32.9798, 114.1701, 7139.45), (32.593, 115.7235, 3912.5), (31.735032, 118.865949, 27.0)]","[700.518000679404, 1524.250459877054, 1514.5668187900078, 1197.0637500326905, 914.726738388418, 408.4973479480848]"
29,1025.0,1124.0,1020.0,1119.0,"(32.5634, 119.7198, 3.0)","(24.54400063, 118.1279984, 12.0)","[(32.5634, 119.7198, 3.0), (31.256, 119.4388, 3643.0), (30.077, 119.196, 7400.5), (28.0828, 119.5609, 7193.0), (26.2703, 119.5483, 7193.0), (25.2606, 118.8226, 7178.0), (24.7108, 118.181, 2560.0), (24.54400063, 118.1279984, 12.0)]","[276.1565375374614, 662.3248648350088, 809.1185890881806, 854.9962281359036, 778.5923098769505, 574.8485278530756, 228.30218432139554]"
30,1025.0,1126.0,1041.0,1146.0,"(29.712254, 106.651895, 417.0)","(22.639299, 113.810997, -1.0)","[(29.712254, 106.651895, 417.0), (27.52, 109.0055, 3812.307692307692), (25.51, 111.0508, 7089.692307692308), (25.3595, 111.2, 7453.846153846153), (23.5265, 111.9613, 7818.0), (23.3733, 112.1384, 7056.0), (22.482, 113.3314, 2484.0), (22.639299, 113.810997, -1.0)]","[381.1981126427558, 925.8062443438176, 1107.3729321863798, 1152.7646041470202, 1168.6534572529874, 924.7112307390142, 346.05757714772926]"
31,1025.0,1128.0,1034.0,1139.0,"(29.298001, 90.911951, 3570.0)","(30.31252, 104.441284, 438.0)","[(29.298001, 90.911951, 3570.0), (29.7934, 95.4108, 6887.023255813953), (30.1004, 99.3663, 10062.837209302324), (30.1158, 99.617, 10221.627906976744), (30.1319, 99.8875, 10539.20930232558), (30.1713, 101.8847, 10115.25), (30.1313, 104.1743, 2598.0), (30.31252, 104.441284, 438.0)]","[455.3247536598628, 1127.3765458803532, 1354.9399363690122, 1387.4489921531062, 1422.747725059988, 1123.6199522338532, 405.4330751784496]"
32,1025.0,1129.0,1082.0,1194.0,"(22.639299, 113.810997, -1.0)","(31.198104, 121.33426, 2.0)","[(22.639299, 113.810997, -1.0), (23.1956, 113.9389, 5136.0), (24.6242, 115.3373, 10081.0), (25.307, 116.3147, 10089.0), (26.195, 117.5216, 10089.0), (26.7719, 118.4801, 10043.0), (28.3933, 120.6925, 8702.0), (31.198104, 121.33426, 2.0)]","[391.92217410347547, 874.9890398589221, 966.1337315108931, 961.162202875331, 965.3051434049661, 912.2755046256375, 425.06569834055585]"
33,1025.0,1131.0,1024.0,1133.0,"(28.864815, 115.90271, 43.0)","(29.712254, 106.651895, 417.0)","[(28.864815, 115.90271, 43.0), (28.6685, 115.7216, 4161.0), (28.4068, 115.2037, 7018.0), (28.1688, 113.3948, 7193.0), (28.3563, 111.7719, 7193.0), (29.1888, 108.7434, 7193.0), (29.4687, 107.6536, 4145.470588235294), (29.712254, 106.651895, 417.0)]","[354.08638470418964, 737.3757702087248, 773.8795212091567, 790.1993828877004, 649.8338923414502, 448.4894287429317, 198.26478358456026]"
34,1025.0,1132.0,1008.0,1110.0,"(28.800556, 104.545, 282.0)","(34.526497, 113.849165, 146.0)","[(28.800556, 104.545, 282.0), (29.9184, 104.3227, 7399.0), (30.97, 105.2419, 8108.0), (31.515, 106.2585, 8108.0), (32.4014, 107.7314, 8108.0), (33.271, 110.1012, 8108.0), (34.3723, 113.464, 2042.0), (34.526497, 113.849165, 146.0)]","[414.66901881281683, 930.7996060585568, 1023.4384294103563, 986.6543691490558, 897.8839801789796, 645.282001779421, 226.74454858488065]"
35,1025.0,1133.0,1073.0,1179.0,"(22.639299, 113.810997, -1.0)","(31.1434, 121.805, 5.0)","[(22.639299, 113.810997, -1.0), (23.234, 113.9724, 5982.0), (24.7004, 115.446, 10051.0), (26.1504, 117.4624, 10089.0), (27.1762, 119.3692, 10097.0), (28.9221, 120.8745, 10081.0), (30.3625, 121.4892, 5568.866666666667), (31.1434, 121.805, 5.0)]","[382.2691939663268, 813.4332848353232, 864.5506770517507, 879.367312476802, 853.4382004829621, 759.2066469552052, 351.74917276629105]"
36,1025.0,1134.0,1024.0,1131.0,"(25.110313, 102.936743, 2093.0)","(34.447102, 108.751999, 486.0)","[(25.110313, 102.936743, 2093.0), (25.0659, 102.5693, 5052.0), (26.0348, 103.0512, 9327.0), (28.4391, 104.3071, 9479.0), (30.2408, 104.4275, 9479.0), (31.5445, 106.1233, 9068.0), (33.1608, 107.7794, 5694.35294117647), (34.447102, 108.751999, 486.0)]","[278.0040866557809, 766.4124820571224, 937.1019212804285, 905.8370239969516, 955.6918602057392, 862.7421655791863, 364.1938034913117]"
37,1025.0,1134.0,1057.0,1166.0,"(27.912201, 120.851997, 5.0)","(22.006399, 113.375999, 0.0)","[(27.912201, 120.851997, 5.0), (27.4547, 120.4193, 5395.0), (26.8707, 119.9305, 7033.0), (25.4597, 119.0562, 7193.0), (24.5035, 117.8041, 7193.0), (22.9754, 115.9878, 7006.5), (22.6478, 113.87, 3901.0), (22.006399, 113.375999, 0.0)]","[323.88723551824177, 681.7055147574422, 698.6710366179216, 686.3324752648456, 684.7901550957112, 638.5205500216766, 299.21011281208996]"
38,1025.0,1136.0,1025.0,1146.0,"(29.712254, 106.651895, 417.0)","(31.198104, 121.33426, 2.0)","[(29.712254, 106.651895, 417.0), (30.2401, 110.2479, 4502.321428571429), (30.5771, 113.0849, 8287.642857142859), (31.1751, 116.3662, 8870.0), (31.2111, 119.8269, 8013.2), (31.1979, 121.3363, 4157.6), (31.198104, 121.33426, 2.0)]","[397.65963195231814, 995.7994778294056, 1174.1208946602683, 949.2815063109571, 639.2994255673976, 265.99896803962116]"
39,1025.0,1140.0,1018.0,1138.0,"(23.392401, 113.299004, 8.0)","(30.31252, 104.441284, 438.0)","[(23.392401, 113.299004, 8.0), (24.6132, 111.7925, 7740.307692307692), (26.1321, 109.9548, 8012.615384615385), (27.2332, 108.5738, 8230.461538461539), (27.9531, 105.3532, 8412.0), (28.6483, 104.9701, 8070.0), (29.9448, 104.5789, 2553.0), (30.31252, 104.441284, 438.0)]","[385.4201197663639, 785.8112411637044, 812.7590440994622, 848.1904146261068, 826.7319789550404, 606.3255660545517, 215.41607902349642]"
40,1025.0,1142.0,1017.0,1138.0,"(27.9891, 102.183998, 1548.0)","(23.392401, 113.299004, 8.0)","[(27.9891, 102.183998, 1548.0), (27.614, 103.2129, 5600.777777777777), (26.5886, 102.458, 9106.0), (24.932, 102.6514, 9479.0), (24.2735, 105.1904, 9171.8), (23.6052, 110.4349, 9495.0), (23.0345, 112.9954, 1509.0), (23.392401, 113.299004, 8.0)]","[332.36273657632466, 792.112945036273, 1009.1127456875137, 1111.3876861288156, 1072.0247258581296, 732.0823047722782, 222.08272781539878]"
41,1025.0,1146.0,1021.0,1145.0,"(24.54400063, 118.1279984, 12.0)","(36.857201, 117.216003, 22.0)","[(24.54400063, 118.1279984, 12.0), (24.8802, 118.4432, 4503.0), (25.6613, 118.0737, 9075.0), (27.3694, 117.7485, 9784.0), (30.9169, 117.2567, 9784.0), (34.4588, 117.2331, 9310.9), (35.921, 117.2228, 5053.0), (36.857201, 117.216003, 22.0)]","[368.72723317629067, 854.6021810596319, 942.9430806747848, 938.1419448261353, 798.5678488446572, 564.8824556664767, 247.38841885651135]"
42,1025.0,1148.0,1019.0,1148.0,"(19.9349, 110.459, 22.0)","(30.558257, 103.945966, 490.0)","[(19.9349, 110.459, 22.0), (22.4204, 108.4471, 8412.0), (25.2227, 106.564, 9027.03448275862), (26.4293, 105.9984, 9452.827586206897), (27.9409, 105.2685, 9784.0), (28.4733, 104.8276, 9220.0), (30.0557, 104.0076, 2385.0), (30.558257, 103.945966, 490.0)]","[467.84209048172613, 903.9819703413946, 850.3320754425279, 816.7539943694609, 829.6037069588748, 661.869624131124, 234.8277159588509]"
43,1025.0,1152.0,1030.0,1156.0,"(31.198104, 121.33426, 2.0)","(22.639299, 113.810997, -1.0)","[(31.198104, 121.33426, 2.0), (29.6646, 119.8707, 6249.333333333333), (28.617, 119.5913, 9174.0), (25.8567, 119.4245, 9174.0), (24.4744, 117.7702, 9174.0), (22.8972, 115.8488, 9075.0), (22.7689, 114.1952, 2065.0), (22.639299, 113.810997, -1.0)]","[368.96019742409976, 803.4147828430379, 865.4679463989145, 847.4015180943646, 798.3640698391577, 661.5753983904227, 279.5994856656533]"
44,1025.0,1168.0,1027.0,1170.0,"(34.447102, 108.751999, 486.0)","(22.639299, 113.810997, -1.0)","[(34.447102, 108.751999, 486.0), (33.6817, 108.8934, 7788.0), (31.7281, 107.5585, 10013.0), (30.4428, 107.0565, 10394.0), (28.2763, 108.2864, 10266.09677419355), (24.2799, 111.1728, 10030.666666666666), (22.2912, 113.0571, 3292.0), (22.639299, 113.810997, -1.0)]","[396.35235324464514, 750.0948186151195, 751.7027389122579, 815.5786694260028, 865.156211921107, 736.1595093732523, 288.6216933363643]"
45,1025.0,1168.0,1017.0,1163.0,"(43.996201, 125.684998, 208.0)","(31.735032, 118.865949, 27.0)","[(43.996201, 125.684998, 208.0), (42.6532, 124.8009, 5371.0), (42.1682, 124.6517, 10234.0), (40.2976, 123.1483, 10394.0), (37.1522, 121.3429, 10397.195652173914), (33.9514, 119.834, 10401.0), (32.607, 119.2364, 5364.0), (31.735032, 118.865949, 27.0)]","[408.3017862694565, 998.8005597807037, 1091.316273727887, 897.8760149325562, 673.3675035047077, 504.31816720673214, 228.00917841794094]"
46,1025.0,1170.0,1015.0,1172.0,"(24.54400063, 118.1279984, 12.0)","(37.746899, 112.627998, 779.0)","[(24.54400063, 118.1279984, 12.0), (24.8102, 118.1577, 3452.0), (26.0201, 118.0377, 9205.0), (28.0587, 117.5498, 9776.0), (31.3451, 116.2002, 9787.368421052632), (34.3504, 114.5989, 9792.0), (35.5202, 113.5547, 7466.8), (37.746899, 112.627998, 779.0)]","[275.361982907173, 679.2262245043601, 782.48696809455, 743.5950299104385, 719.5891134518645, 696.1593023305163, 341.54249229172746]"
47,1025.0,1170.0,1022.0,1169.0,"(40.08010101, 116.5849991, 40.0)","(29.712254, 106.651895, 417.0)","[(40.08010101, 116.5849991, 40.0), (36.9492, 113.2133, 4740.068965517241), (34.1277, 110.4777, 9140.137931034482), (33.5374, 108.2054, 9777.777777777776), (31.7103, 107.5506, 9182.0), (30.6374, 107.0553, 5221.5), (29.712254, 106.651895, 417.0)]","[379.00890901562155, 926.1127286695842, 1087.4915707710431, 1069.9787642913525, 919.0302765467846, 389.43926337251247]"
48,1025.0,1174.0,1016.0,1164.0,"(34.526497, 113.849165, 146.0)","(25.110313, 102.936743, 2093.0)","[(34.526497, 113.849165, 146.0), (34.09, 112.6145, 7803.0), (32.0338, 110.1642, 9017.16129032258), (31.0189, 107.1226, 9784.0), (28.4791, 105.9049, 9174.0), (27.0475, 104.3551, 9037.0), (26.0137, 103.4934, 5105.0), (25.110313, 102.936743, 2093.0)]","[359.2555540662555, 725.8333039321909, 752.2868007874258, 770.5647632347475, 785.9248581829485, 696.324304318443, 295.2551584487515]"
49,1025.0,1177.0,1023.0,1176.0,"(31.1434, 121.805, 5.0)","(45.623402, 126.25, 136.0)","[(31.1434, 121.805, 5.0), (35.0186, 122.817, 5049.630434782609), (38.3334, 123.7756, 10020.195652173914), (40.1526, 123.4783, 10698.0), (41.3731, 124.3661, 10698.0), (43.6898, 125.5171, 10706.0), (45.339, 126.4625, 1684.0), (45.623402, 126.25, 136.0)]","[379.4686583906713, 928.9066099014648, 1105.118507435332, 1090.1923287662376, 1000.5557628998388, 751.8225616764739, 285.7785716183341]"
50,1025.0,1177.0,1017.0,1171.0,"(31.1434, 121.805, 5.0)","(45.623402, 126.25, 136.0)","[(31.1434, 121.805, 5.0), (34.9719, 122.8041, 5056.934782608696), (38.4018, 123.7963, 10035.152173913044), (40.1696, 123.4904, 10698.0), (41.3415, 124.3427, 10698.0), (43.7203, 125.5271, 10309.666666666666), (45.2776, 126.4509, 1547.0), (45.623402, 126.25, 136.0)]","[389.82893834325307, 976.3584437243035, 1108.906113878305, 1009.5368164216607, 947.6413245057448, 706.9959205912793, 246.51480400994038]"
